text,created_time,hashtags,shareCount,mentions,commentCount,playCount,collectCount,diggCount,num_mentions,topic
#initials #initial #s #S #M #m #love #like #secretlove #foryoupage #foryou #fypシ゚ #global #S+M #boygirl ,2025-02-19,"initials, initial, s, s, m, m, love, like, secretlove, foryoupage, foryou, fypシ゚, global, s, boygirl",12100,,1086,359700,6085,28100,0,"""Summer Trends"""
"I’m actually leaning towards being on this woman’s side. I think that there’s reasonable doubt and possible sufficient evidence to get her off the registry, but until then, people on that list are a no go. ##fyp##truecrime##crime##viral##trending##greenscreenvideo",2025-05-29,"fyp, truecrime, crime, viral, trending, greenscreenvideo",39,,107,52700,226,4284,0,"""Everyday Style"""
"Update from the shelter 3:20PM: Koko was euthanized  I’m glad we tried and he’s being shown so much love on social media, thank you to everyone for the virtual love for this sweet boy   Koko will be euthanized today 5/28 Koko is breaking my heart. He’s actually such a kind soul and literally all he wants to do is cuddle. Euth list dogs need a hold by 1PM, and I know it’s already 12 and I’m just now posting this but please remember I am only a volunteer and just met him. I am sitting on a bench outside of his kennel writing this. I come to the shelter when I can and although time is very limited here, Koko still deserves a chance to be seen on my platform. He is rescue only but rescues need fosters so if you foster please reach out to rescues who you think may tag him for you!  •ID: A2012596 •Stray •Male •1YR •42lbs  •Lab MIX •Heartworm positive  •Medical (Heartworms and unilateral muscle atrophy of right temporalis muscle. Recommend further evaluation with private vet)) LOS 17+ Days Please be aware that all euth dogs need a hold by 1PM. If you want to help, please be proactive do not wait! If you're interested in a pet and live out of state, I encourage you to reach out to your local rescues to see if they pull from Texas shelters. I am NOT the shelter and do not decide which animals are on the euthanasia list or their outcomes, I am only a volunteer networking at risk dogs. The shelter is legally required to accept every animal brought to them, regardless of breed, temperament, health condition, or circumstance. Due to high intake numbers and lack of space, there is a euthanasia list‼️  Please contact BARC if you are local and can help! Neither BARC nor I can assist out of state adoption or foster offers. The shelter WILL NOT hold a dog for anyone out of state. You must physically go to the shelter to adopt.       ,     .        ,   :  barcfoster@houstontx.gov barcadoptions@houstontx.gov BARC.Aid@houstontx.gov    ’        . BARC Animal Shelter  3200 Carr St Houston, TX 77026 www.houstontx.gov",2025-05-28,,91300,,12800,4200000,43600,941800,0,"""Everyday Style"""
Replying to @Infiniti87 I’m going to sleep on this.  Still feed the babies every two hours. ❤️ heavy heart ,2025-05-29,,17,@Infiniti87,337,76200,144,4044,1,"""Everyday Style"""
"I’m angry. And I’m grateful for that. Because anger, when it’s clean and clear, is power. It’s the thing that cuts through fear and says, “No more.” It gives you the energy to make the hard decisions you’ve been avoiding. It moves things. It protects you. It wakes you the f*** up. I talk more about it on today’s episode of Idiot—it’s up now. Link in bio. #idiotpodcast ",2025-05-29,idiotpodcast,9,,97,79900,82,2938,0,"""Everyday Style"""
"I legit got lost in this house—like, multiple times. The upstairs is basically a maze, and honestly? I’m not mad about it. Walls, doors, nooks, crannies… it’s a closed concept dream. Just don’t expect anyone to hear you yelling for more toilet paper from the other side of the house.  Not my listing but I can help you buy  Listed at $1,395,000  6 Bedrooms  4.5 Bathrooms  6,838 Square feet  $25,898 Property Taxes MLS ID: 24087573 Schools: K-5: Chapman Elementary School (6/10) 6-8: West Sylvan Middle School (6/10) 9-12: Lincoln High School (7/10) *Ratings according to Greatschools.com, due diligence encouraged. (Listed by Dan Volkmer & Kishra Ott of Windermere Realty Trust) ——— #colonialrevival #closedconcept #colonial #oldhome #portland #portlandhomes #oregon #oregonhomes #portlandrealtor #portlandrealestateagent #housetour #fyp",2025-02-17,"colonialrevival, closedconcept, colonial, oldhome, portland, portlandhomes, oregon, oregonhomes, portlandrealtor, portlandrealestateagent, housetour, fyp",63800,,7196,6500000,70000,796700,0,"""Everyday Style"""
I’m a mess and it’s ok ,2025-03-09,,11400,,3595,8900000,22800,983700,0,"""Everyday Style"""
"Every stranger has a story, let’s start listening <3 #sponsored thank you Tim, @m25m_org and @Procter & Gamble for letting me into the world of disaster relief and showing us that it’s not hard to help people, and it starts with listening #ActsofGood #CommunityImpact #DisasterRelief",2025-05-29,"sponsored, actsofgood, communityimpact, disasterrelief",15,@Procter & Gamble,11,34500,65,1624,1,"""Everyday Style"""
This one might offend some folks #countrymusic ,2025-05-29,countrymusic,131,,56,21100,215,2141,0,"""Everyday Style"""
Chat.. we are cooked - he is going to epically crash out over this humiliation. #tacotrade #taco #wallstreet #humiliated ,2025-05-29,"tacotrade, taco, wallstreet, humiliated",2468,,1260,152600,671,30800,0,"""Everyday Style"""
Trying the viral Dubai @Marks & Spencer @M&S food UK official Big Daddy Chocolate Bar! #tastetest #dubaichocolate #fyp #foodreview #mands #marksandspencer #foodcritic,2025-04-29,"tastetest, dubaichocolate, fyp, foodreview, mands, marksandspencer, foodcritic",33,"@Marks & Spencer, @M&S food UK official",61,46700,34,1735,2,"""Easter Indulgence"""
M&S shoes are soooo good especially the party styles ⚡️#marksandspencer #shoes #partyshoes ,2024-12-08,"marksandspencer, shoes, partyshoes",259,,59,212100,346,2623,0,"""Seasonal Style"""
*Adds to basket* @Marks & Spencer #marksandspencer #marksandspencerclothing #marksandspencerhaul #haul #instoreshopping #shopping #rugbytop #rugbysweatshirt #rugbystyle ,2025-02-05,"marksandspencer, marksandspencerclothing, marksandspencerhaul, haul, instoreshopping, shopping, rugbytop, rugbysweatshirt, rugbystyle",517,@Marks & Spencer,42,74700,517,4013,1,"""Summer Style"""
Trying viral M&S Snacks recommended by you guys. When it comes to snacks I’m different. This is a swing off from Car Chronicles. I need a new name for this one! #food #foodie #snacks #mands #marksandspencer #takeaway #review #viral #fyp ,2025-03-14,"food, foodie, snacks, mands, marksandspencer, takeaway, review, viral, fyp",10200,,1050,1100000,12900,90300,0,"""Fresh Finds"""
@Marks & Spencer coming through with their new products I am obsessed!!  #foodhaul #marksandspencer #healthysnacks ,2025-04-01,"foodhaul, marksandspencer, healthysnacks",2411,@Marks & Spencer,177,480000,7223,32100,1,"""Summer Style"""
he’s doing SOOO GOOD with her i’m so proud of him  (it’s all fun and games till she starts to crawl and jump on him hut we won’t tell him yet) ,2025-05-15,,38100,,1623,7700000,46400,1800000,0,"""Everyday Style"""
Best of both worlds!  Try Litte Acorns with Ms. Lettie and let me know what you think!  Little Acorns Christian Toddler Learning on YouTube  #christianmomsoftiktok #toddlerlearningvideos #msrachel #christiantoddlervideos ,2025-02-26,"christianmomsoftiktok, toddlerlearningvideos, msrachel, christiantoddlervideos",41400,,1868,2100000,44600,202600,0,"""Everyday Style"""
Wingstop Haul  #wingstop #wingstopranch #foodie #msmunchies #asmrfood ,2024-12-12,"wingstop, wingstopranch, foodie, msmunchies, asmrfood",174100,,16900,40300000,77900,2100000,0,"""Summer Trends"""
Ms. Whitman @Danielle #fypシ  Trino & Adam Fits @NovaMEN #bhadbhabie #mswhitman #fyp #alabamabarker #fypシ゚viral #fy #fyf #tiktok #viraltiktok #fypシ゚viral #la #fypppppp #fup #foryoupage #4up #iconic #lipsync #legend #4u #trinoxadam #latino #chicano #fu #losangeles #mexican #fyppppppp #fyppppppppppppppppppppppp ,2025-02-27,"fypシ, bhadbhabie, mswhitman, fyp, alabamabarker, fypシ゚viral, fy, fyf, tiktok, viraltiktok, fypシ゚viral, la, fypppppp, fup, foryoupage, 4up, iconic, lipsync, legend, 4u, trinoxadam, latino, chicano, fu, losangeles, mexican, fyppppppp, fyppppppppppppppppppppppp",78400,"@Danielle, @NovaMEN",6855,10800000,75500,1800000,2,"""Summer Trends"""
Raising Canes Mukbang  #canes #raisingcanes #canessauce #asmr #mukbang #msmunchies #foodie #asmrfood #foodasmr ,2024-12-05,"canes, raisingcanes, canessauce, asmr, mukbang, msmunchies, foodie, asmrfood, foodasmr",164400,,8718,15000000,124600,1800000,0,"""Style Academy"""
High school hallways every day for no good reason  drama club did they big one on this one  can’t wait for yall to see what we have coming #teacher #acting #foryoupage #comedy #Fyp #highschool #dramaclub #teacherlife #studentlife #fypシ #mspierce ,2025-02-16,"teacher, acting, foryoupage, comedy, fyp, highschool, dramaclub, teacherlife, studentlife, fypシ, mspierce",3266,,434,1500000,25100,219900,0,"""Everyday Style"""
Do you practice Street Safety with your little one? #education #mshouston #,2025-01-30,"education, mshouston",238500,,18700,14400000,207900,1900000,0,"""Everyday Style"""
ASMR CANES HAUL  #canes #canessauce #msmunchies #foodie ,2025-01-31,"canes, canessauce, msmunchies, foodie",27500,,1122,3000000,16100,340800,0,"""Style Academy"""
Wingstop Mukbang  #wingstop #wingstopranch #foodie #mukbang #msmunchies #eating #asmrfood ,2024-12-31,"wingstop, wingstopranch, foodie, mukbang, msmunchies, eating, asmrfood",37600,,3309,5800000,20100,374200,0,"""Summer Trends"""
Wingstop Haul  something light #wingstop #foodie #msmunchies #wingstopranch #foodhaul ,2025-01-14,"wingstop, foodie, msmunchies, wingstopranch, foodhaul",14600,,1004,3100000,7436,268100,0,"""Easter Indulgence"""
"I never made a video to this audio, on my own page ",2025-02-05,,7233,,430,1900000,9270,228000,0,"""Everyday Style"""
MUKBANG FAIL  #fail #failmukbang #viraldessert #foodie #mukbang #auroradesserts #dessert ,2025-03-17,"fail, failmukbang, viraldessert, foodie, mukbang, auroradesserts, dessert",7570,,2511,11800000,13200,382700,0,"""Everyday Style"""
Guys I’ve never felt more confident in my life #minecraft #minecraftmovie ,2025-04-04,"minecraft, minecraftmovie",151400,,5437,5000000,69100,1100000,0,"""Everyday Style"""
like at that point why even appologize,2025-02-21,,511,,461,160500,1991,24500,0,"""Everyday Style"""
The new strategy #politics #skit #fyp #foryoupage,2025-05-29,"politics, skit, fyp, foryoupage",173,,475,153400,718,12600,0,"""Summer Trends"""
Something just like that #coldplay #songs #fyp ,2025-03-17,"coldplay, songs, fyp",7032,,796,2200000,32900,233600,0,"""Summer Trends"""
Ms Rachel can stop baby crying  #baby #babiesoftiktok #babytok #fyp ,2025-05-01,"baby, babiesoftiktok, babytok, fyp",303200,,27100,30300000,226000,3800000,0,"""Summer Trends"""
"New mom here: still trying to figure out the difference…  Please advise. @Ms Rachel, how’d I do?  #canyousaymama ",2025-04-16,canyousaymama,34600,@Ms Rachel,5654,21500000,61200,2000000,1,"""Everyday Style"""
"I can’t believe it has been FIVE whole years since I lost my daughter. I did not believe I would make it this far. I heavily dealt with anger, guilt, loneliness, depression, and anxiety these entire five years…and I am still dealing with them. The pain hurts way less than it did when it first happened, but I am still in pain. I am still mourning what I lost. I am still angry that she was stolen from me. I am angry that I do not have my 5 year old here with me. I am angry that I did not get to play with her in the Atlanta snow. I am angry that I can’t send her off to kindergarten this August. I am angry that I let fear control me. I remember being in the hospital room when they said she no longer had a heartbeat. I remember how heavy she felt from the wires and how swollen her face was from the medication. I remember the hospital chaplain praying over me as I screamed and cried my lungs out. I remember looking all over her body and seeing the marks from the autopsy. If I had a Time Machine I would tell someone how my sperm donor treated me. How he talked to me and how talked about the child that we shared. I knew I had to get my child and I away from this bastard but I did not just drop my shit and go. I wanted to leave on a good peaceful note but there was no peace with evil. I still don’t know what exactly happened and how he actually killed her. But who would want to know that anyways? I have enough images in my head. I just wish there was someway and somehow for my baby to still be here. She was wanted by her mother, her aunts and uncles, her grandmothers, grandfathers, cousins, and many loved ones. One day we will meet again. Thank you God I am still here. #longlivemahogany #llm #mahoganyalexis #infantloss #babyloss #childabuseawareness #stopdomesticviolence #stopdomesticabuse #therainydayes #atlanta #atlantaga #filicide #filicideawareness ",2025-01-14,"longlivemahogany, llm, mahoganyalexis, infantloss, babyloss, childabuseawareness, stopdomesticviolence, stopdomesticabuse, therainydayes, atlanta, atlantaga, filicide, filicideawareness",2011,,1603,2600000,5264,144600,0,"""Everyday Style"""
strawberries n breadsticks w chocolate is elite,2025-03-23,,32600,,4423,1800000,27500,350600,0,"""Easter Indulgence"""
variants of the variants?? idk bald fem mark sketch ib @/virdi___ i luv their art #invincible #genderbend #sketch #art #invincibleseason3 #fyp #fypp #myart #markgrayson #baldmark #mohawkmark #markgayson #sinistermark ,2025-03-17,"invincible, genderbend, sketch, art, invincibleseason3, fyp, fypp, myart, markgrayson, baldmark, mohawkmark, markgayson, sinistermark",15000,,3282,2000000,48000,213700,0,"""Summer Style"""
where at? #xyzbca #viral #fypシ ,2025-03-26,"xyzbca, viral, fypシ",2327,,42,46400,267,4348,0,"""Summer Trends"""
My best listener <3  (  by MARK LEE )  . 250402 dnd 영통  . #MARK #MARKLEE #마크 #マーク #Callsign #thedndxnctdream ,2025-04-03,"mark, marklee, 마크, マーク, callsign, thedndxnctdream",2240,,299,248100,3664,49100,0,"""Everyday Style"""
bet uu ain kno da one ☝️ ,2025-05-28,,963,,107,122100,2643,31300,0,"""Everyday Style"""
Luv it #fyp ,2025-01-01,fyp,4931,,2176,1400000,22900,242800,0,"""Summer Trends"""
Replying to @Lebron is king  Drawing Invincible Variants Day 4: Shiesty Mark Comment which variant should I draw next✨ BAAAACK ON MY GRIND SORRY FOR THE DELAY LMAO for some reason he gave me more problems than I expected and I have no idea why lmao #fyp #fypシ #invincible #invincibleseason3 #markgrayson #invinciblevariants #speedpaint #art #artistsoftiktok #comictok #comics ,2025-04-20,"fyp, fypシ, invincible, invincibleseason3, markgrayson, invinciblevariants, speedpaint, art, artistsoftiktok, comictok, comics",713,@Lebron is king ,235,87100,2809,12200,1,"""Everyday Style"""
sinister mark... | Canción: Oh My Little Baby Boy Hardstyle (Slowed + Reverb) || #invincible #markgrayson #invincibleedit #invincibleseason3 #sinistermark #edit  #invinciblewar,2025-03-26,"invincible, markgrayson, invincibleedit, invincibleseason3, sinistermark, edit, invinciblewar",18400,,2539,3000000,60900,276400,0,"""Summer Style"""
mark mentality  mark iconic lines #marklee #mark #nct #superm #fyp #4u ,2025-05-03,"marklee, mark, nct, superm, fyp, 4u",1514,,56,89000,4138,28900,0,"""Summer Style"""
Nude nails for xmas/NYE doesn’t have to be boring ‍♀️✨ ————————————————————————— ad/ @omnialuxeofficial products used: • Gel polish Mark My Words • Gel polish Paparazzi • Gel polish White Party • Gel polish Gold Member • Fine Liner Dual 12/16mm Shop all from @omnialuxeofficial  ————————————————————————— #omnialuxe #naglarstockholm #thenailconnection #nailjunkie #thenailbabe #nailtop #nokti #unhas #nailproducts #nailsupplies #bossnails #nailart #nailartvideo #nailarttutorial #nailtutorial #nailart #crystalnails #longstilettonails #babenails #nailproducts #xmasnails #fallnails #longnails #stilettonails #nyenaildesign #nyenails #newyearsnails #christmasnails #glittermixes #roseglitterfrench #nudenails  #glitterfrench ,2024-12-12,"omnialuxe, naglarstockholm, thenailconnection, nailjunkie, thenailbabe, nailtop, nokti, unhas, nailproducts, nailsupplies, bossnails, nailart, nailartvideo, nailarttutorial, nailtutorial, nailart, crystalnails, longstilettonails, babenails, nailproducts, xmasnails, fallnails, longnails, stilettonails, nyenaildesign, nyenails, newyearsnails, christmasnails, glittermixes, roseglitterfrench, nudenails, glitterfrench",4266,,137,1700000,20800,49000,0,"""Summer Style"""
No ideas Isaiah (ignore the pimple mark) #fyp #hay ,2025-05-27,"fyp, hay",0,,2,49,1,16,0,"""Summer Trends"""
6 years with the love of my life  4.13.2019,2025-04-16,,0,,3,201,2,28,0,"""Everyday Style"""
Alternate Mark 19 Invincible / Evil Mark #invincible #invincibleseason3 #invinciblewar #invinciblecomic #invincibleedit #invinciblecharacter #mark #markgrayson #myinvinciblevariants #myinvinciblevariant #myinvinciblecharacter #evilmark #mark19 #alternatemark19 #kneepadsinvincible #blackkneepadsinvincible  #kneepadsvincible  #underrated #underratedmarkvariant #underratedinvinciblevariant #edit #alightmotion #alightmotion_edit #funk #phonk #trend #fy #fyp ,2025-04-17,"invincible, invincibleseason3, invinciblewar, invinciblecomic, invincibleedit, invinciblecharacter, mark, markgrayson, myinvinciblevariants, myinvinciblevariant, myinvinciblecharacter, evilmark, mark19, alternatemark19, kneepadsinvincible, blackkneepadsinvincible, kneepadsvincible, underrated, underratedmarkvariant, underratedinvinciblevariant, edit, alightmotion, alightmotion_edit, funk, phonk, trend, fy, fyp",6155,,1889,1600000,36700,166900,0,"""Summer Style"""
School administrators before Christmas break  #onthisday Idk what be in the coffee before them breaks but im not mad at it! I start threatening kids with early vacations like im a principal that last week  it be something in the air  #teacher #teacherlife #fyp #skitlife #foryou #actress #fypシ #blackteacher #mspierce #foryourpage #millennial #principalsoftiktok #principal #christmasbreak ,2024-12-17,"onthisday, teacher, teacherlife, fyp, skitlife, foryou, actress, fypシ, blackteacher, mspierce, foryourpage, millennial, principalsoftiktok, principal, christmasbreak",31700,,2211,1500000,22500,269700,0,"""Everyday Style"""
"Bro did NOT like that   (ChatGPT core part 2) [THIS IS JUST A SKIT, I DID NOT GET BANNED] #trend #xyzbca #fyp #viral #zyxcba #chatgpt #trending #ai #chatgptcore #chatgptfunny #aicore",2025-05-27,"trend, xyzbca, fyp, viral, zyxcba, chatgpt, trending, ai, chatgptcore, chatgptfunny, aicore",79400,,3401,5500000,89700,789100,0,"""Everyday Style"""
"ကိုယ်တွေတုန်း “Queen never cry” ဆိုပြီးစောင်းတင်တာမှတ်မိပေမယ့်…Please know that you're not alone. So many of us are standing with you, inspired by your bravery and your light. This is not the end — it’s just the beginning of a new, even more meaningful #missgrandinternational2024 #resign #missgrandinternational #missgrandindia #rachelgupta #missgrandindia2024 #resgination#dethrone #feedapageantry #rachelgupta ",2025-05-29,"missgrandinternational2024, resign, missgrandinternational, missgrandindia, rachelgupta, missgrandindia2024, resgination, dethrone, feedapageantry, rachelgupta",235,,138,160000,365,13600,0,"""Everyday Style"""
"What’s left when your hands forget how to make? Deep in the gnarled spine of northern Romania, where the air smells of fir resin and time is measured by the rhythm of tools on timber, old men still coax life out of wood with nothing but a blade, their knees, and a prayer. It’s not for beauty—they’ll tell you, chuckling like men who’ve danced with storms—it’s for the roof over your head, the roof over God’s head. Each shingle, split with monk-like patience, shaped with a knife kissed by callus and conviction, is a sliver of soul offered to shelter. This is a craft born not from manuals, but from watching your grandfather’s knuckles bleed in the frost, from understanding how a linden plank yields only when spoken to with reverence. The knife—held in two hands like a communion chalice—doesn’t just slice; it converses with the grain, persuades, seduces. Every motion a negotiation with nature, every curl of wood a verse of an unwritten poem. Machines could do it faster, yes. But this? This is about rhythm, not result. It’s about loving your labor so fiercely, so irrationally, that you’d rather grow old with it than get rich without it. What do we lose when we stop making things with our hands? When our roofs are no longer born from sweat but from sterile factories? In these shingles lie secrets and sorrow, storm-warnings and lullabies. They don’t just protect—they witness. Who taught us to worship efficiency over essence? And when did we forget that the soul, too, is carved with a blade and shaped with both hands? Video by @Florin Moldovan  [ Romanian Crafts, Bucovina Traditions, Wooden Shingles, Heritage Roofing, Rural Artisans, Manual Craftsmanship, Woodworking Traditions, Carved Roofs, Village Life, Timber Culture, Folk Architecture, Carpentry Skills, Old Techniques, Hands-On Heritage, Craftsmanship Legacy, Traditional Skills, Carpathian Villages, Ancestral Tools, Romanian Folklore, Slow Living ] #romania #travel #craftsmanship #villagelife",2025-05-29,"romania, travel, craftsmanship, villagelife",36,@Florin Moldovan,20,175200,118,1347,1,"""Everyday Style"""
"You call me ‘Teacher’ and ‘Lord,’ and rightly so, for that is what I am. 14 Now that I, your Lord and Teacher, have washed your feet, you also should wash one another’s feet. 15 I have set you an example that you should do as I have done for you. 16 Very truly I tell you, no servant is greater than his master,nor is a messenger greater than the one who sent him. John 13:13-15 It was very important to me that the glory of God be shown in my wedding and the Holy Spirit put it on my heart years ago to perform foot washing during my ceremony.  While this may seem strange to some, it is significant to others, because it’s an example of the humility Jesus showed to his disciples, and the example He sets for us. To honor one another and serve one another. Not just in marriage, but as followers of Christ.  Our marriage will be built on the foundation of service. An important distinction I wanted to highlight during my wedding day. Being cute and not getting my wedding dress dirty wasn’t as important to me as actively showcasing that at the altar I died to myself and became even more of a servant to God and now to my husband (as to each other).  Videography: @Jakobe Petitdo   #weddingday #christiantiktok #christianmarriage #footwashing #footwashingceremony #lovelikejesus ",2025-05-28,"weddingday, christiantiktok, christianmarriage, footwashing, footwashingceremony, lovelikejesus",2443,@Jakobe Petitdo,104,208800,3841,42400,1,"""Everyday Style"""
I’m all for innovation over here. But not at the expense of American farmland. Put the ugly things on top of commercial buildings and parking areas instead. Taking out what farmland we have left it’s insane and one of the dumbest things we could be doing as a species. ,2025-05-29,,269,,943,147500,501,9312,0,"""Everyday Style"""
"Trump Gets His Tariff Power Taken Away #usa #america  The US Court of International Trade has unanimously ruled that Trump doesn’t have tariff authority so his liberation day tariffs have been ruled to be illegal and are now permanently blocked unless he gets an emergency stay. They also blocked the fentanyl tariffs on Mexico, Canada, and China from earlier this year, when we were all 9 years younger. And folks the market is absolutely exploding. So the court says that Trump doesn’t have the legal authority to declare a national emergency, that tariff power solely resides with Congress and that Trump violated the constitution, and that the law he cited to do this doesn’t give him the authority to do tariffs. This lawsuit was brought by several states and several companies including a wine seller. They argued that the law Trump cited to do this doesn’t even mention tariffs and that he was imposing taxes on Americans without their consent. So while almost all of the tariffs are done and blocked for now. The tariffs on cars, car parts, and steel and aluminum are still in play because Trump used a different law for that. The futures market is exploding. The dollar is increasing in value, other currencies are currently falling just as fast. Legal experts say that the court decision has him dead to rights, and that he actually doesn’t have the authority in any universe to do this. But some lawyers say, well maybe they just need to use a different law. But Trump is now appealing because tariffs are his favorite thing. Unless he gets an emergency stay on this ruling, the tariffs are over for now. People are split though. Some say, this is the perfect offramp for the White House, they can just let the whole tariff episode fade into the background and take credit for the economy. But others say, yeah maybe it’s perfect for the White House and Republicans but not for Trump so that’s why they’re appealing.",2025-05-29,"usa, america",3711,,665,501900,4388,64300,0,"""Everyday Style"""
Scary… but in a good way   @Burn Boot Camp #burnbootcamp #committofit ,2025-05-28,"burnbootcamp, committofit",6,@Burn Boot Camp,17,37500,25,3162,1,"""Everyday Style"""
I’m all for innovation over here. But not at the expense of American farmland. Put the ugly things on top of commercial buildings and parking areas instead. Taking out what farmland we have left it’s insane and one of the dumbest things we could be doing as a species. ,2025-05-29,,270,,943,147500,501,9312,0,"""Everyday Style"""
"Trump Gets His Tariff Power Taken Away #usa #america  The US Court of International Trade has unanimously ruled that Trump doesn’t have tariff authority so his liberation day tariffs have been ruled to be illegal and are now permanently blocked unless he gets an emergency stay. They also blocked the fentanyl tariffs on Mexico, Canada, and China from earlier this year, when we were all 9 years younger. And folks the market is absolutely exploding. So the court says that Trump doesn’t have the legal authority to declare a national emergency, that tariff power solely resides with Congress and that Trump violated the constitution, and that the law he cited to do this doesn’t give him the authority to do tariffs. This lawsuit was brought by several states and several companies including a wine seller. They argued that the law Trump cited to do this doesn’t even mention tariffs and that he was imposing taxes on Americans without their consent. So while almost all of the tariffs are done and blocked for now. The tariffs on cars, car parts, and steel and aluminum are still in play because Trump used a different law for that. The futures market is exploding. The dollar is increasing in value, other currencies are currently falling just as fast. Legal experts say that the court decision has him dead to rights, and that he actually doesn’t have the authority in any universe to do this. But some lawyers say, well maybe they just need to use a different law. But Trump is now appealing because tariffs are his favorite thing. Unless he gets an emergency stay on this ruling, the tariffs are over for now. People are split though. Some say, this is the perfect offramp for the White House, they can just let the whole tariff episode fade into the background and take credit for the economy. But others say, yeah maybe it’s perfect for the White House and Republicans but not for Trump so that’s why they’re appealing.",2025-05-29,"usa, america",3711,,665,502300,4389,64300,0,"""Everyday Style"""
like at that point why even appologize,2025-02-21,,511,,460,160500,1991,24500,0,"""Everyday Style"""
do you not get the concept ,2025-05-28,,0,,0,388,0,7,0,"""Everyday Style"""
The new strategy #politics #skit #fyp #foryoupage,2025-05-29,"politics, skit, fyp, foryoupage",173,,477,153400,718,12600,0,"""Summer Trends"""
And I still wanna take it next year #realtable #real #fyp #viral #ihateschool #fail #funny ,2025-05-24,"realtable, real, fyp, viral, ihateschool, fail, funny",16,,6,1807,5,159,0,"""Summer Trends"""
Evan Johnson got bailed. Wtf are the police doing #fypシ #fyp #kaylamalec #viralvideo #makemefamous #blowthisup #fy #friends #school #zyxcba #makemeviral ,2025-04-11,"fypシ, fyp, kaylamalec, viralvideo, makemefamous, blowthisup, fy, friends, school, zyxcba, makemeviral",5408,,3399,7800000,21800,214500,0,"""Summer Trends"""
all variants edits#Flaxanmark #stripemark #shiestymark #bulletproofmark #lightbluemark #moustachemark #fullmaskmark #prisonermark #mohawkmark #longhairedmark #nogooglesmark #kneepadmark #Sinistermark #masklessmark #baldmark ,2025-05-15,"flaxanmark, stripemark, shiestymark, bulletproofmark, lightbluemark, moustachemark, fullmaskmark, prisonermark, mohawkmark, longhairedmark, nogooglesmark, kneepadmark, sinistermark, masklessmark, baldmark",1402,,833,346600,6126,20500,0,"""Summer Style"""
"invincible, viltrumite mark, sinister mark, shiesty mark, no goggles mark ||#fyp #invincible #edit #viral #invincibleedit #invinciblecomic #trending #invincibleseason3 #invinciblewarcomic #original #mark #invinciblevariants #capcut #shiestymark #sheisty #foryoupage #femvincible #sinister #sinistermark #viltrumite #viltrumitemark #nogogglemark #nogoggle #",2025-05-24,"fyp, invincible, edit, viral, invincibleedit, invinciblecomic, trending, invincibleseason3, invinciblewarcomic, original, mark, invinciblevariants, capcut, shiestymark, sheisty, foryoupage, femvincible, sinister, sinistermark, viltrumite, viltrumitemark, nogogglemark, nogoggle",166,,59,35800,894,3012,0,"""Summer Trends"""
i hate math  #fyp #math,2025-04-11,"fyp, math",7683,,155,243300,1830,39400,0,"""Summer Trends"""
tragic #fypage #fyp #real #relatable ,2025-04-30,"fypage, fyp, real, relatable",1,,0,1370,2,129,0,"""Summer Trends"""
After checking your marks on my access and the semester mark is not semesteringo causer gore o ye gae#univenstudents #relatable #southafricatiktok #relatablecontent #viral_video #viralvideo #universityrelatable #ul #neograduacion‍ #universityoflimpopo #uj  @THULANI MALATJIE  @THULANI MALATJIE ,2025-05-13,"univenstudents, relatable, southafricatiktok, relatablecontent, viral_video, viralvideo, universityrelatable, ul, neograduacion‍, universityoflimpopo, uj, @THULANI MALATJIE, @THULANI MALATJIE",25,,9,39900,36,1300,0,"""Style Academy"""
My mark variant? tags: #invincible #edit #whatsappmark #mark #fyp ,2025-04-10,"invincible, edit, whatsappmark, mark, fyp",4,,1,1155,6,50,0,"""Summer Style"""
he was not expecting that  #splashin #splashinapp #seniorsplashin #seniorassassin  This is just a game called Senior Splashin where players eliminate players with water. Videos like these are not to be taken seriously.,2025-04-16,"splashin, splashinapp, seniorsplashin, seniorassassin",6154,,1328,41400000,39700,1300000,0,"""Everyday Style"""
"What just Happened? Did cheesecake just come out of that delicious cinnamon roll? Well it all started about 20 years ago when we entered the Pillsbury Bake off in 2004. Breakfast dessert was the category we entered. We never heard back from our entry, but our friends and family had a word or two to say about our innovative concept. This delightful entry invites dessert goers to enjoy anytime of day. With surprises of cinnamon rolls hiding within your scoop and on top while finished with our house made cream cheese frosting this beautifully rich in flavor and tradition is not only the first flavor we ever created, but also serves as a cornerstone in remembering our creative process. #cheesecake #scoopable #creamcheese #cinnamonroll #suprise #cinnamonrolls #tradition #dessert #pillsbury #inspired #sweets #foodie #creative #innovation #nextlevel #elevate #love #passion #culinary #adventure #baking #howto #may #fyp #lincoln #nebraska #highsocietycheesecake ",2025-05-02,"cheesecake, scoopable, creamcheese, cinnamonroll, suprise, cinnamonrolls, tradition, dessert, pillsbury, inspired, sweets, foodie, creative, innovation, nextlevel, elevate, love, passion, culinary, adventure, baking, howto, may, fyp, lincoln, nebraska, highsocietycheesecake",114000,,4482,10300000,54500,598500,0,"""Easter Indulgence"""
She played that off so well  #seniorsplashin #splashin #splashinapp #seniorassassin  This is just a game to called “Senior Splashin” eliminate players with water. This video is not to be taken seriously ,2025-03-23,"seniorsplashin, splashin, splashinapp, seniorassassin",3533,,678,11700000,25400,820200,0,"""Everyday Style"""
