text,hashtags,duration,date,url,commentsCount,title,numberOfSubscribers,viewCount,channelName,likes
"You said you’d go. Looks that rise to the occasion 
Shop now https://www.marksandspencer.com/l/wom... 

Facebook:   / marksandspencer  
Twitter:   / marksandspencer  
Instagram:   / marksandspencer  ",,00:00:19,2025-03-22T10:00:46.000Z,https://www.youtube.com/watch?v=c_dwaH86PzQ,0,RSVP | M&S CLOTHING & HOME,103000,413,M&S,9
"☞ Make sure you're subscribed and have notifications on so you don't miss an advent day! 
☞  Shop The Lost Cauldron Online!  https://www.lostcauldron.com 

✴ Advent Day 1:    • Netflix Advent Calendar 2024  | ADVENT DAY 1  
✴ Advent Day 2:    • Harry Potter Hogwarts Trunk Advent Calenda...  
✴ Advent Day 3:    • Harrods Beauty Advent Calendar 2024  | AD...  
✴ Advent Day 4:    • Harry Potter Diagon Alley Boots Advent Cal...  
✴ Advent Day 5:    • Funko Retro Toys Advent Calendar 2024  | ...  
✴ Advent Day 6:    • Build-A-Bear Advent Calendar 2024  | ADVE...  
✴ Advent Day 7:    • Schleich Harry Potter Advent Calendar 2024...  
✴ Advent Day 8:    • Next Beauty Advent Calendar 2024  | ADVEN...  
✴ Advent Day 9:    • Disney Frozen Advent Calendar 2024 ❄️ | AD...  
✴ Advent Day 10:    • Anthropologie Advent Calendar 2024  | ADV...  
✴ Advent Day 11:    • Star Wars Droid Factory Advent Calendar 20...  
✴ Advent Day 12:    • The Liberty Beauty Advent Calendar 2024  ...  
✴ Advent Day 13:    • The PLouise Express Advent Calendar 2024 ...  
✴ Advent Day 14:    • John Lewis Beauty Advent Calendar 2024  |...  
✴ Advent Day 15:    • Martha Brook Stationery Advent Calendar 20...  
✴ Advent Day 16:    • Vogue Advent Calendar 2024 ❤️ | ADVENT DAY 16  
✴ Advent Day 17:    • Velaris (ACOTAR) Advent Calendar 2024  | ...  
✴ Advent Day 18:    • Lush Advent Calendar 2024  | ADVENT DAY 18  

Shop The M&S Beauty Advent Calendar 2024 here: SOLD OUT

• Instagram:   / cherrywallis  
• TikTok:   / cherrywallis  
• The Lost Cauldron: https://www.lostcauldron.com

✉ Work with me: james@freefocus.co.uk (Business use only)

✄ Edited by: Chris Pearless 

⁂ Chapters:
00:00 - Hello Friends!
00:58 - M&S Beauty Advent Calendar
02:26 - Day 1
03:30 - Day 2
04:00 - Day 3
04:43 - Day 4
05:37 - Day 5
06:03 - Day 6
06:34 - Day 7
06:57 - Day 8
07:53 - Day 9
08:43 - Day 10
08:56 - Day 11
09:27 - Day 12
10:30 - Day 13
11:38 - Day 14
12:21 - Day 15
12:60 - Day 16
13:43 - Day 17
14:27 - Day 18
14:51 - Day 19
15:18 - Day 20
16:24 - Day 21
16:49 - Day 22
17:25 - Day 23
18:02 - Day 24
18:38 - Day 25
19:34 - The haul

♫ All music is royalty free, and used with permission.

Affiliate links will be clearly marked with an *asterisk.

This video is not sponsored, and all opinions are my own.",,00:23:03,2024-11-19T17:59:07.000Z,https://www.youtube.com/watch?v=zQrJxukIH80,384,M&S (Marks and Spencer) Beauty Advent Calendar  | ADVENT DAY 19,949000,118826,Cherry Wallis,7400
"Hello my lovely viewers, Yvonne here from Style it Forward.  I love a capsule haul and I love this time of year, so what I wanted to do, was to put together a capsule collection from items ""new in"" at Marks and Spencer.  I have a number of items to share with you, which are absolutely gorgeous and combine to make amazing outfits.  I hope you enjoy the video.  Please let me know.
For information I am 5foot 4 and a half, I typically wear a UK size 6 or 8 and my inside leg is 29 inches.

Links to products shown:

Ecru Ankle Grazer Size 6S: Pleat Front Tapered Ankle Grazer Trousers | M&S Collection | M&S. https://rstyle.me/+IINkWIx_-0_xy355Qn...
US LINK: https://rstyle.me/+qBhhUPqyuv3rkdBm76...
CANADA: https://tidd.ly/4jmzX2P

Black Mix Ribbed Top Size 6: Cotton Rich Striped Ribbed Top | M&S Collection | M&S. https://rstyle.me/+4ydj63OpWlk5AViQzZ...
US LINK: https://rstyle.me/+DQi5tyEKWVQskJsn7e...
CANADA: https://tidd.ly/3PUx2Rm

Leather Look Wrap Skirt Size 6R: Leather Look Pleated Midaxi Wrap Skirt | M&S Collection | M&S. https://rstyle.me/+QGRolsAEASl8ZzAhqF...
US LINK: https://rstyle.me/+1E9o77HxvJ_nWmwjVB...
CANADA: https://tidd.ly/4h66Xer

Polka Dot Blouse Size 6: Polka Dot Frill Neck Button Through Blouse | M&S Collection | M&S. https://rstyle.me/+ilqeXxcZ9nLYQKrNxG...
US LINK: https://rstyle.me/+2eyG1SMtBFx4EYyhyp...
CANADA: https://tidd.ly/3WAwUul

Ivory Polo Top Size 6:  Ribbed Polo Neck Fitted Top | M&S Collection | M&S. https://rstyle.me/+UpYA_o_E0qh3kXj8dT...
US LINK: https://rstyle.me/+-JEpuvF1O5-4B184_3...
CANADA: https://tidd.ly/3E7gu66

Black Mix Cardigan Size 6: Knitted Tipped Detail Relaxed Cardigan | M&S Collection | M&S  https://rstyle.me/+tuX_IUBRS8rHPLcC1D...
US LINK: https://rstyle.me/+Kle_fn_mbgRVGupKn7...
CANADA: https://tidd.ly/3E42lqj

I’m Wearing:
Khaki Shirt: Shirt - Dark khaki green - Ladies | H&M GB or: Twill cargo shirt - Dark khaki green - Ladies | H&M GB https://rstyle.me/+zIGMbvNnevribtU8im...
US/CA: https://rstyle.me/+F9Iw6fkLiLSLIUuzvw...
Or﻿
Twill cargo shirt - Dark khaki green - Ladies | H&M GB https://rstyle.me/+Kgnu9wCvYCgU08P3D8...

Black Barrel Leg Trousers: Barrel Leg Trousers | M&S Collection | M&S. https://rstyle.me/+u-VQs1baJ7F9XBSTyq...
US LINK: https://rstyle.me/+SuWG4alXikYxURkDRz...
CANADA: https://tidd.ly/4asqeEb

Studded Belt: Leather Studded Belt | M&S Collection | M&S. https://rstyle.me/+NvONmb_M1bvSBtqLx6...
US LINK: https://rstyle.me/+qC61D0BcpXRd_hBKyq...
CANADA: https://tidd.ly/4cTzAZ3

GraceLithe Stiletto Slingback Pumps, Black GraceLithe Stiletto Slingback Pumps - COSY ISLAND    
https://tinyurl.com/3kv7ucxr Use code: YT10sif for 10% discount

 Additional Items: 
Black Snaffle Belt: Leather Snaffle Waist Belt | M&S Collection | M&S https://rstyle.me/+5BH-fng-aDKuYU4YOk...
US LINK: https://rstyle.me/+XaedZVgTvEG5XJUnE_...
CANADA: https://tidd.ly/4gLXhWm

Disclaimer: This video does not contain a paid for promotion
Business Contact: sif79cl@gmail.com   
Music: YouTube Studio
Instagram: @styleitforward79
Links are affiliate links
#youtubehighfive",#youtubehighfive,00:17:17,2025-01-26T09:00:53.000Z,https://www.youtube.com/watch?v=jd3O0g4afr8,51,M&S Capsule Haul,6640,13850,Style It Forward,422
"Introducing the ULTIMATE Easter lamb, with a Tom Kerridge twist. His seared British lamb chops are paired with an oozy, cheesy chicory gratin, made easier with our cheat's ready-made M&S béchamel. Would you give this a go for Easter Sunday? 
 
Check out the full method at https://www.marksandspencer.com/c/foo...",,00:02:10,2024-03-11T08:32:07.000Z,https://www.youtube.com/watch?v=fYDDrW_i_kU,3,Tom Kerridge Easter Lamb Chops with Cheesy Chicory Gratin | M&S FOOD,103000,1597,M&S,30
"Double the style, double the fun!
In this M&S try-on haul, I’m joined by a fabulous special guest as we show how the same pieces look on two different sizes. Because style has no size limit!

We’re celebrating body confidence, midlife glow-ups, and the joy of fashion that fits and flatters — no matter the number on the label.

From everyday staples to standout pieces, M&S is bringing the looks — and we’re bringing the realness.

Let’s try it on, laugh a little, and shine a lot.

Featuring:
Jo – Wearing Size 16 & 18
Ruth  – Wearing Size 10 & 12

If you enjoyed this haul, don’t forget to give it a thumbs up, hit that subscribe button, and turn on the bell so you never miss a try-on!
We’d love to hear your thoughts – which outfit was your fave? Drop it in the comments below!

Thanks for watching, and remember — style is for every body.
Shine brightly, 
Jo 

Links: 
Red Top - https://www.marksandspencer.com/pure-...
Red Skirt - https://www.marksandspencer.com/pure-...
Red Shoes - https://www.marksandspencer.com/bow-f...
Gold Shoes - https://www.marksandspencer.com/leath...
Gold Shoes - https://www.marksandspencer.com/leath...
Spotty Top - https://www.marksandspencer.com/polka...
Slim Crop Jeans - https://www.marksandspencer.com/high-...
Wide Leg Crop Jeans - https://www.marksandspencer.com/wide-...
Leopard Print Jacket - https://www.marksandspencer.com/denim...


Jo’s Instagram  - https://www.instagram.com/home_of_lov...


Ruth’s Youtube and Instagram - ‪@she_likes_her_style‬ 


#M&S #TryOnHaul #FashionForEveryBody #AgelessStyle #MidsizeStyle #BodyConfidence #StyleOver50 #RealBodiesRealStyle","#StyleOver50, #MidsizeStyle, #BodyConfidence",00:32:31,2025-04-20T16:02:40.000Z,https://www.youtube.com/watch?v=GcOAXjRWzuM,108,M&S Haul on Two Different Sizes | Try-On Featuring a Special Guest,2400,6668,Jo - Shines Bright,281
"Meet the chefs inspired by British beef behind The Table menu.

From our TV adverts to recipes, inspiration or styling tips discover the M&S YouTube channel and subscribe! http://bit.ly/1Flkeqn

Facebook:   / marksandspencer   
Twitter:   / marksandspencer   
Instagram:   / marksandspencer   
Pinterest:   / marksandspencer   
Google+: https://plus.google.com/+marksandspencer",,00:01:09,2016-10-26T14:40:39.000Z,https://www.youtube.com/watch?v=QSeyQEbmN_Q,1,M&S Food: Meet the Chefs Inspired by British Beef,103000,174544,M&S,2
"Come inside London's LARGEST M&S Foodhall to explore all of the Easter food and snacks as well as checking out what unique items they have. Marks and Spencers is a British staple supermarket with some of BEST British food! 

Instagram, Twitter & TikTok: @karenbeeyt

I would love it if you could SUBSCRIBE to the channel and join me for the next one! 

You can find lots of playlists on my channel from travel vlogs to sharing my favourite local spots in London and back home in Ireland 

Filming on: 
DJI Osmo Pocket 3 
iPhone 15 Pro Max 

US Amazon Storefront: https://www.amazon.com/shop/karenbee",,00:33:24,2025-04-18T16:00:31.000Z,https://www.youtube.com/watch?v=COAPIlnTgo8,28,MEGA M&S Food Shop at Easter,10400,2922,Karen Bee,158
Celebrate the launch of the summer season with a fresh take on cool summer colours.,,00:00:15,2016-05-20T10:56:41.000Z,https://www.youtube.com/watch?v=OKlZpUUmqlY,0,M&S: The Art of Summer - TV Ad 2016 short,52,89343,MARKS & SPENCER CYPRUS,4
"Chris' seasonal twist on a classic pasta dish is packed full of festive flavours with turkey mince, parsnips and a warming dash of cinnamon to make it a perfect family meal at Christmas time.

Facebook:   / marksandspencer  
Twitter:   / marksandspencer  
Instagram:   / marksandspencer  

Prep time: 3 mins
Cook time: 50 mins
Serves 4

Ingredients
1 onion, finely chopped
2 parsnips, peeled and finely chopped
2 sticks celery, finely chopped
1 tbsp dried sage
1 pack (400g) M&S Select Farms Oakham Turkey Breast Mince 2% fat
1 chicken stock cube, crumbled
1 tbsp ground cinnamon
1 clove garlic, crushed and finely chopped
1 tin (400g) chopped tomatoes
400g wholewheat penne
20g M&S grated Parmigiano Reggiano, plus extra to serve

Method
1. Heat 1 tbsp olive oil in a large non-stick frying pan over a medium-high heat.
2. Add the onion, parsnips, celery and sage with a pinch of salt. Fry for 5 minutes until the veg takes on some colour then add the garlic.
3. Turn the heat up to high and add the turkey mince, stock cube and cinnamon. Season and fry for 5 minutes until the meat is browned.
4. Add the tomatoes, then fill the empty tin with water and add to the pan. 
5. Bring to the boil, cover loosely and simmer for 35 minutes, stirring now and again until a thick sauce forms. 
6. With 10 minutes remaining, cook the pasta for a minute less than the packet instructions recommend, then drain and stir into the sauce with a handful of parmesan and cook everything together for 1-2 minutes.
7. Serve with a scattering of parmesan.



A note from Chris:
“There’s something special about eating together as a family at Christmas time, and I love putting a festive twist on this classic recipe, with delicious M&S parsnips, a touch of cinnamon and succulent British Oakham higher-welfare turkey breast mince, reared by Select Farmers for M&S.”",,00:01:00,2021-12-23T14:55:06.000Z,https://www.youtube.com/watch?v=WyAGBukmrcI,0,Chris' Festive Bolognese | Feed Your Family | M&S FOOD,103000,442212,M&S,33
"A lesson in spring style, by our girl Claudia Winkleman 

#MyJaeger

Facebook:   / marksandspencer  
Twitter:   / marksandspencer  
Instagram:   / marksandspencer  ",,00:00:40,2025-04-16T07:00:09.000Z,https://www.youtube.com/watch?v=57EX5tfjEIc,0,Claudia Winkleman | A lesson in spring style | M&S Clothing & Home,103000,1005,M&S,8
"#29

Usem fones 

➽ REDES SOCIAIS:
Instagram:   / mands.oofc  
Twitter: https://x.com/Mands_ofc
E-mail de contato profissional: amandao.lliveira1911@gmail.com
bsky: https://bsky.app/profile/mands.geeks.wtf

➽ ME OUÇA TAMBÉM NAS PLATAFORMAS DIGITAIS:
Spotify: https://open.spotify.com/intl-pt/arti...
Deezer: https://www.deezer.com/br/artist/1088...


Essa música foi feita em conjunto com outros artistas!
Escute todas as músicas de Jujutsu Kaisen aqui:
   • Collab Jujutsu Kaisen  

“Respire fundo e continue, é proibido desistir.""

➽ COMPOSIÇÃO MUSICAL:
► Instrumental: ‪@Drahcir
► Letra: Mands,  @zonim   @Danzitofr   ‪@niallzin‬ 
► Mixagem e Masterização: ‪Skarlye‬
► Vocais: Mands
 

➽ COMPOSIÇÃO VISUAL:
► Edição: ‪ @MisakeOficial   @Bry_yan   @ErriEssi   @Shoutotdrk  @Thawne  @NikolaNoceda
► Capa do Spotify: AFzin
► Ilustração: @7Sketch
► Thumbnail: ‪ @ShoutoTdrk  


➽ IDEALIZAÇÃO POR MANDS


➽ Historia:
Nobara Kugisaki é uma personagem do mangá e anime ""Jujutsu Kaisen"", criado por Gege Akutami. Ela é uma estudante do Colégio Jujutsu, onde aprende a lutar contra maldições. Nobara é conhecida por sua personalidade forte, autoconfiante e um senso de estilo marcante. Ela usa técnicas de manipulação de objetos cortantes, como alfinetes, pregos e martelos, para combater seus inimigos, e tem um espírito competitivo e independente.


IGNITE  •  LANÇAMENTOS
Playlist de Lançamentos:    • Playlist        
 
IGNITE - 
Integrantes: https://linktr.ee/igniteoficial
Instagram:   / teamignite_ofc  

➥ Divisão da Música:

00:00 - Introdução e Verso I (Misake)
00:39 - Verso I (ErriEssi)
00:52 - Refrão (Bry)
01:07 - Verso II (Shouto)
01:29 - Verso II (Nikola Noceda)
01:46 - Verso II (Thawne)
02:02 - Refrão (Bry)
02:16 - Tela Final (IGNITE)


► IGNOREM

TAGS


#jujutsukaisen #nobara #nobarakugisaki","#nobara, #nobarakugisaki, #jujutsukaisen",00:02:31,2024-09-01T21:00:07.000Z,https://www.youtube.com/watch?v=oJWtbjgCw84,452,Nobara Kugisaki (Jujutsu Kaisen) - Ressonância | Mands,70500,183184,Mands,10000
"Facebook:   / marksandspencer  
Twitter:   / marksandspencer  
Instagram:   / marksandspencer  ",,00:01:23,2024-07-08T15:14:34.000Z,https://www.youtube.com/watch?v=aGZfOinKUg4,0,Tom Kerridge's Harissa Roasted Potatoes with Whipped Feta | M&S FOOD,103000,3348,M&S,25
"David James Gandy tells us a little bit about his style influences #GandyForAutograph

Shop Gandy for Autograph: http://www.marksandspencer.com/s/men/...

Facebook:   / marksandspencer   
Twitter:   / marksandspencer   
Instagram:   / marksandspencer   
Pinterest:   / marksandspencer   
Google+: https://plus.google.com/+marksandspencer",#GandyForAutograph,00:00:28,2015-08-11T13:58:52.000Z,https://www.youtube.com/watch?v=b3toSrO13xo,3,M&S David Gandy for Autograph: Style Infulences,103000,9326,M&S,107
"M&S launches The New Season, Autumn / Winter 2016.  Featuring the key shapes, styles and silhouettes of the season, from the unstructured coat, to the wide leg trouser, the shirt dress and iconic double strap shoe, the ad showcases the very best of the new M&S autumn collection.  

From our TV adverts to recipes, inspiration or styling tips discover the M&S YouTube channel and subscribe! http://bit.ly/1Flkeqn

Shop the Metropolis Trend :http://www.marksandspencer.com/l/wome...

Facebook:   / marksandspencer   
Twitter:   / marksandspencer   
Instagram:   / marksandspencer   
Pinterest:   / marksandspencer   
Google+: https://plus.google.com/+marksandspencer",,00:00:30,2016-09-05T08:02:23.000Z,https://www.youtube.com/watch?v=RRv5udKGG68,70,M&S Women's Fashion: The New Autumn Season A/W16 TV Ad,103000,449246,M&S,4100
"M&S Food brings you a simple but delicious basic risotto recipe, Only at Your M&S. 

Our expert chef guides you through the simple recipe to achieve a fantastic risotto that will impress friends and family.

See more recipes: http://social.marksandspencer.com/rec...",,00:02:02,2012-09-18T16:11:02.000Z,https://www.youtube.com/watch?v=9C-8M6mbOdo,0,M&S Food: How to Make Risotto,103000,1540,M&S,8
"At M&S Food, we’re going the extra mile to keep our customers and colleagues keep healthy and well. Watch our short video – filmed entirely by our M&S Food Family on their phones – to meet just a few of the incredible people making a real difference. From our amazing colleagues, to our fantastic suppliers – and a few faces you might just recognise. Because we’re your M&S Food Family – and we’re here when you need us. #allinthistogether

Facebook:   / marksandspencer  
Twitter:   / marksandspencer  
Instagram:   / marksandspencer  ",#allinthistogether,00:02:27,2020-04-03T10:29:20.000Z,https://www.youtube.com/watch?v=VhzjqsRvC40,28,M&S | We’re all in this together,103000,2921115,M&S,167
"We’ve been pioneers for a lot of industry firsts. We wouldn’t be the retailer we are today if it wasn’t for fresh thinking, new ideas and a digital focus.",,00:00:21,2018-05-01T14:57:24.000Z,https://www.youtube.com/watch?v=1KMQhb2GBEk,0,I WORK AT M&S,1090,1865,Inside M&S,6
,,00:00:13,2024-07-29T07:06:08.000Z,https://www.youtube.com/watch?v=mc7Ltj-HkLQ,0,M&S | Back to School 2024,4110,2458403,Marks & Spencer Middle East,8
,,00:00:31,2024-10-30T11:46:38.000Z,https://www.youtube.com/watch?v=kDrJRTlpJFE,0,M&S | Christmas Food ‘24,4110,264213,Marks & Spencer Middle East,1
"See how M&S's Plan A is positively affecting wine production in South Africa.

Keep up to date with our ethical and eco Plan A activities. M&S launched Plan A in January 2007, setting out 100 commitments to achieve in 5 years. We've now extended Plan A to 180 commitments to achieve by 2015, with the ultimate goal of becoming the world's most sustainable major retailer.

Discover the world of wine with our resident wine expert, Chris Murphy. Find the perfect wine for that special occasion, learn about different grape varieties and get some top tasting tips.",,00:03:04,2010-04-14T13:05:18.000Z,https://www.youtube.com/watch?v=kdXptUbp6wE,0,M&S Food: Meet the Winemaker - South Africa,103000,967,M&S,1
My interview with BBC Radio Ulster about Marks & Spencer shoppers facing empty shelves as the retailer grapples with the fallout from a crippling cyber attack that has lasted more than a week.,,00:05:40,2025-04-28T18:08:16.000Z,https://www.youtube.com/watch?v=859NVHxl9Q4,8,M&S left with empty shelves as cyber attack fallout deepens,1070,913,Kevin Curran,5
"So how much sleep does David James Gandy get? #GandyForAutograph

From our TV adverts to recipes, inspiration or styling tips discover the M&S YouTube channel and subscribe! http://bit.ly/1Flkeqn

Shop David Gandy for Autograph: http://www.marksandspencer.com/s/men/...

Facebook:   / marksandspencer   
Twitter:   / marksandspencer   
Instagram:   / marksandspencer   
Pinterest:   / marksandspencer   
Google+: https://plus.google.com/+marksandspencer",#GandyForAutograph,00:00:29,2015-10-07T11:13:21.000Z,https://www.youtube.com/watch?v=Rdz_rJwEnfs,2,M&S David Gandy for Autograph: Gandy Needs Sleep,103000,9187,M&S,122
"Marks & Spencer is reeling from a devastating cyber attack that left staff sleeping at the office and systems in total disarray. With online orders suspended and fears hackers may still be inside their networks, insiders describe chaos, paranoia, and a shocking lack of preparation. As UK ministers issue a wake-up call to businesses, what does this mean for the future of cybersecurity?",,00:01:48,2025-05-04T20:21:42.000Z,https://www.youtube.com/watch?v=37L5WZAiGGM,0,M&S Cyber Chaos: Staff Sleep in Offices as Hackers Cripple Retail Giant,40,24,PulseWire News,0
"Find everything you need for your next trip in our Holiday Shop

Shop holiday shop: https://www.marksandspencer.com/l/wom... 

Facebook:   / marksandspencer  
Twitter:   / marksandspencer  
Instagram:   / marksandspencer  ",,00:00:12,2025-03-22T08:00:38.000Z,https://www.youtube.com/watch?v=fS_rljvETgU,0,HOLIDAY SHOP | M&S CLOTHING & HOME,103000,466,M&S,11
"David Gandy’s new beachwear has arrived, find everything you need for your summer holidays with his new collection. #GandyforAutograph

Shop the Collection here: http://www.marksandspencer.com/l/men/...

From our TV adverts to recipes, inspiration or styling tips discover the M&S YouTube channel and subscribe! http://bit.ly/1Flkeqn

Facebook:   / marksandspencer   
Twitter:   / marksandspencer   
Instagram:   / marksandspencer   
Pinterest:   / marksandspencer   
Google+: https://plus.google.com/+marksandspencer",#GandyforAutograph,00:00:27,2016-05-04T08:15:24.000Z,https://www.youtube.com/watch?v=XLv-66nBXSE,8,M&S David Gandy for Autograph: Morning at the Beach,103000,8749,M&S,99
Being fitted for a bra and finally finding V-neck t-shirts!,,00:21:30,2024-05-24T15:00:11.000Z,https://www.youtube.com/watch?v=BvT_42a9Kg8,229,M&S Bra Fitting and V-Neck Tees!,1940,13476,LindaTee at Home,631
"Get into the swing of spring with this easy pea, green bean and pesto pasta salad with M&S slow roasted tomatoes. This dish is simple enough to throw together for a quick lunch, but it’s full of beautiful, fresh flavours.

Check out the full recipe https://www.marksandspencer.com/c/foo...",,00:00:50,2025-04-09T23:00:08.000Z,https://www.youtube.com/watch?v=9fCv8ypuJuY,0,Tom Kerridge's pea and pesto pasta salad recipe | M&S FOOD,103000,714,M&S,21
"For all the best parties, it has to be M&S Party Food. Find in the Foodhall and online at Ocado.",,00:00:30,2024-11-26T13:42:52.000Z,https://www.youtube.com/watch?v=MSCLU9FxDZs,2,M&S Party Food | M&S FOOD,103000,1239294,M&S,53
,,00:41:04,2025-05-01T16:45:06.000Z,https://www.youtube.com/watch?v=g0kf4sCh6Ek,1,MARKS AND SPENCER SUMMER WOMENSWEAR,3610,1921,Eye in a store,63
"SAVING ALL OVER THE STORE! ✨

Over the last five years we've challenged the status quo on value, helped by store colleagues and influencers who have been highlighting our great value across social media.

Today, we're turning UP the volume on our commitment to UNBEATABLE value with a brand-new song and video with rock & roll legends STATUS QUO  to mark ONE BILLION of our ‘Remarksable Value’ products AND iconic Dine In deals sold 
 
Status Quo have updated the title and lyrics of their 1977 hit ‘Rockin’ All Over The World’, bringing you 'Saving All Over The Store' which includes references to our much-loved Dine In deals as well as our Remarksable Value ranges and prices that have been ‘Dropped & Locked'.
SO... Get down to your nearest M&S store today to have your world ROCKED by incredible prices!",,00:03:53,2024-01-22T09:06:37.000Z,https://www.youtube.com/watch?v=kbyMOpbQ_MQ,272,Saving All Over The Store | Status Quo x M&S FOOD,103000,78749,M&S,756
"All you need is a knife and fork to travel this summer. Discover everything new in food here: http://po.st/siwfood

Life. Let's spend it well. #SpendItWell.

From our new TV adverts to the food and fashion items you can’t live without - we’ve got all this and more on our YouTube channel. Be inspired by everything M&S has to offer.


YouTube: http://po.st/msyoutube
Facebook: http://po.st/msfacebook
Twitter: http://po.st/mstwitter
Instagram: http://po.st/msinstagram",#SpendItWell,00:00:41,2017-05-10T23:43:44.000Z,https://www.youtube.com/watch?v=BE67EwLGcs0,35,M&S | Food: Spend It Well Advert 2017,103000,287081,M&S,1300
