text,hashtags,duration,date,url,commentsCount,viewCount,title,numberOfSubscribers,channelName,likes
"The final summer bits from Next clearance.  There is still loads available, though you might not find exactly what I've shown in the video, I'm confident you will find something.
Filter on Size, Category etc and it will narrow it down for you.  Good luck and enjoy the search!!!
https://www2.next.co.uk/nextsale

Instagram:  helenmaryjohello",,00:11:05,2023-02-06T18:00:12.000Z,https://www.youtube.com/watch?v=SBdKiFviOfY,511,16918,My NEXT haul in my hall.,24000,HelenMaryJo,1300
"M&S HAUL 2023 | NEXT HAUL | and other outlet shopping
Hi everyone,

I popped into marks and spencer for a change and i picked up some new cleaning products, homewares, lingerie and beauty bits. I was so impressed with all of my new purchases and cant wait to use them.

Hope you enjoy this m&s haul

Emily xx
instagram: @projectmumx

projectmumyt@gmail.com",,00:18:19,2023-06-01T16:00:01.000Z,https://www.youtube.com/watch?v=22VonrAtvsU,18,5676,M&S HAUL 2023 | NEXT HAUL | and other outlet shopping,12400,Project Mum,235
"We talk about a chance for FREE shipping PLUS the best spreadsheet (product links !) for Oopbuy out there, priod. (also the best for Hoobuy, AllChinaBuy , MuleBuy, CNFans, OrientDig, Kakobuy, etc)

OOPBuy sign up: https://oopbuy.com/register?inviteCod... (Get one 15% off shipping coupon plus 1000 yuan in additional shipping coupons when you sign up)

All My Links (including spreadsheet): https://MillzReviews.com (or https://WCops.com ) or
Contact Me: https://beacons.ai/millzreviews 
Join the discord:   / discord  
Telegram: https://t.me/MillzReviews
Instagram:   / reviewsmillz  
TikTok:   / millz.reviews  

Keywords:
 #oopbuy #oopbuyhaul #hoobuy #allchinabuy #oopbuyspreadsheet #HOOBUYHAUL #hoobuyspreadsheet
HAUL UNBOXING REVIEW SHOES SPREADSHEET HAGOBUY CSSBUY KAMEYMALL FASHIONREPS BUDGETSNEAKERS WINTER SUMMER SPRING FALL STREETWEAR CHEAP BEST CNFANS PANDABUY SPREADSHEET PANDABUY RAIDED HOOBUY HOOBUY SCAM HOOBUY LEGIT HOOBUY TUTORIAL GUIDE HOW TO PANDABUY HOOBUY ORDER PROCESSING HOOBUY ORDER STUCK W2C FIND ITEMS SPREADSHEET HOOBUY VS ACB HOOBUY VS CNFans DHGATE SHOES SNEAKERS KICKS HOOBUY VS CSSBUY electronics budget cheap review hoobuy oopbuy allchinabuy all china buy ACB orientdig mulebuy joyabuy","#oopbuyspreadsheet, #hoobuy, #allchinabuy",00:05:12,2025-02-25T23:06:30.000Z,https://www.youtube.com/watch?v=2o0w7hAGl2E,16,5000,THE BEST Oopbuy spreadsheet PLUS FREE SHIPPING on your next haul?,1900,Millz Reviews,26
"fabric hugs

Mobile : Bulk (8368993867) / Retail (9870105440)
• Website : www.fabrichugs.com

•Store visit : Plot No. 4/12, Site ||, Loni Road Industrial Area Mohan Nagar, Ajanta Compound, Ghaziabad, Uttar Pradesh 201007

#fabrichugs #fabricstore #viralreels #fabricfordresses #fabrichugs #fabric #india #fashionphotography #explorepage✨ #fashionista #viralvideos",,00:00:20,2025-04-18T12:30:23.000Z,https://www.youtube.com/watch?v=HEBRy8J_aC8,0,98,"#nextfashion #fabricHugsStore #fabric #fabricstore #shorts #skirts, #dresses.",257,Fabric Hugs,1
"I hope you find this comparison of LV Toiletry pouch 26 (old model) and CD 30 Montaigne pouch helpful :D 

~~ POUCHES~~
Old Louis Vuitton Toiletry Pouch 26 (Discontinued)
New Louis Vuitton Poche Toilette NM 
https://us.louisvuitton.com/eng-us/pr... 
Christian Dior 30 MONTAIGNE POUCH
https://www.dior.com/en_us/fashion/pr...

~~NEXT FASHION~~
20% Discount Code - luxpending20 (not commissioned) 
https://nextfashion.ca/

Chains shown in the video

Candy Box Chain 9mm 
10”  https://bit.ly/3W5Z9yO
16”  https://bit.ly/3PsN6ZT
28”  https://bit.ly/3BEsMPc
40”  https://bit.ly/3j3zV5o

9mm Curb Chain
40”  https://bit.ly/3PxB557

16mm Jumbo Curb 
12”  https://bit.ly/3vdlejb

~~MY FAVORITE RESELLERS~~ 
Rebag - https://rebag.com/​
Fashionphile - https://www.fashionphile.com/​ 
DCT Vintage - https://dct-ep-vintageluxurystore.com/​ 
Yoogi's Closet - https://www.yoogiscloset.com/​ 
eBay sellers I trust (Brand JFA and Boom2haten) - https://www.ebay.com/str/brandjfa​ and https://www.ebay.com/usr/boom2hanten​ 
2nd Street USA - https://ec.2ndstreetusa.com/pages/luxury

#louisvuitton #christiandior #lv","#lv, #christiandior, #louisvuitton",00:16:22,2023-01-03T06:19:44.000Z,https://www.youtube.com/watch?v=a2pfQz_XQko,16,6411,Comparison || Dior 30 Montaigne Pouch & LV Toiletry Pouch 26 || NextFashion,769,LuxPending,0
"#handbagaccessories #chains #bagcharms #charms #bagchains #accessories
—————————————————————
Items Mentioned:
O Purse Chain
Roll Purse Chain
Jumbo Curb Light Chain
Double Bag Charm
Mini Rolo Charm
Braided Wristlet
Curb Wristlet

Website: https://nextfashion.ca/
-Use Discount Code ""CHERYL15"" to get 15% off on the websites
Etsy @nextfashionshop

Glad you stopped by, don’t forget to subscribe,  like, and comment before you leave.
-----------------------------------------------------------
Business inquires: cheryllyneice@gmail.com
IG: @cheryllyneice
TikTok: @cheryllyneice
Lemon8: @cheryllyniece
-----------------------------------------------------------
DISCLAIMER: These accessories were gifted to me by Nextfashion, but all opinions are my own. I will earn a commission from the use of my discount code [CHERYL15].
—————————————————————","#chains, #charms, #bagcharms",00:13:27,2024-06-25T16:00:16.000Z,https://www.youtube.com/watch?v=MjQ2ecJ_p_E,8,312,"STYLING BAG CHARMS, BAG CHAINS AND BAG ACCESSORIES | FT. NEXTFASHION",536,Cheryl Lyneice,10
,,00:00:16,2021-12-16T14:19:07.000Z,https://www.youtube.com/watch?v=8UuykDyzSUk,0,921,D next fashion and d force jeans,11,Mukesh Yadav  Raftic,16
"NEW ARRIVALS SPRING - SUMMER 2021‼

E-Shop: https://next-fashion.gr/​​
Facebook:   / next.megara​​  
Instagram:   / nextfashionmegara  

#ρούχα #γυναικεία #nextfashion #φορέματα #μοδα #tshirt #tshirtdesign #newcollection #womenstyle #womenfashion","#μοδα, #newcollection, #womenstyle",00:01:01,2021-04-22T08:16:05.000Z,https://www.youtube.com/watch?v=HkJtsR11Oy8,0,11,NEW ARRIVALS SPRING - SUMMER 2021- Κλέψε τις εντυπώσεις με ρούχα Next Fashion,7,Next Fashion,0
"Roz gives a brief description of the next fashion trend.

You can visit and contact Rosalind/Sew Much Fabric at:
www.smfabric.com
pinterest.com/rozsmfabric/
832.363.1583
houstonsmf@aol.com



Thank you for watching!

""Palast Orchester mit seinem Sänger Max Raabe-Original Charleston"", sound recording administered by:
Gold1Networks",,00:01:37,2013-05-29T17:58:33.000Z,https://www.youtube.com/watch?v=_EIjeBeEK0Q,0,170,Sew Much Fabric : Next Fashion Trend,22,youtiquefriends,0
"E-Shop: https://next-fashion.gr/​​​
Facebook:   / next.megara​​​  
Instagram:   / nextfashionmegara  

#ρούχα​​​ #γυναικεία​​​ #nextfashion​​​ #φορέματα​​​ #μοδα​​​ #tshirt​​​ #tshirtdesign​​​ #newcollection​​​ #womenstyle​​​ #womensfashion​​ #μπλουζάκια​​ #παντελόνια​​ #clothes​ #trendyclothes​","#μοδα​​​, #newcollection​​​, #womensfashion​​",00:00:47,2021-04-27T15:12:31.000Z,https://www.youtube.com/watch?v=tsRY2DTT3jI,1,64,Spring - Summer 2021!! Ανοιξιάτικα Μοντέρνα Σύνολα !!!,7,Next Fashion,2
"Hi everyone, 

N E X T F A S H I O N: https://nextfashion.ca/

N E X T F A S H I O N S H O P IG: https://www.instagram.com/nextfashion...

D I S C O U N T C O D E: “carevach20” for 20% off

Disclaimer: I do earn a little commission when you use the code. All opinions are my true honest opinions!

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

•Follow me on my socials⬇️

I N S T A G R A M: https://instagram.com/carevach?igshid...

T I K T O K: https://www.tiktok.com/@mscarevach?_t...

•For business inquiries⬇️

B U S S I N E S S: carevginq@gmail.com

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 

•Links to the chains mentioned in the video⬇️

1. https://nextfashion.ca/products/jumbo...

2. https://nextfashion.ca/products/bag-c...

3. https://nextfashion.ca/products/curb-...

4. https://nextfashion.ca/products/chain...

5. https://nextfashion.ca/products/gold-...

6. https://nextfashion.ca/products/candy...
 
7. https://nextfashion.ca/products/jumbo...

8. https://nextfashion.ca/products/jumbo...

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Check out my other uploads⬇️
•   • REVIEW: Louis Vuitton Multi-Pochette | Is ...  
•   • MY ENTIRE CONTEMPORARY HANDBAG COLLECTION ...  
•   • MY ENTIRE LOUIS VUITTON SLG COLLECTION + Y...  


















#louisvuitton #unboxing #sponsored #nextfashion #luxury #aesthetic","#luxury, #aesthetic, #louisvuitton",00:13:42,2024-01-21T21:29:57.000Z,https://www.youtube.com/watch?v=hjsffrZlPkU,11,758,BEST bag chains for your bags ft. NextFashion Collab Discount code + Mod Shots!,1150,ᥫ᭡,0
#shorts #louisvuitton #multicolor,"#louisvuitton, #shorts, #multicolor",00:00:15,2025-04-06T22:00:28.000Z,https://www.youtube.com/watch?v=ep-Xkmswstc,2,1471,Lilac + LV = Winning Combo!,2180,AKBBags,24
"Step into the world of luxury with Treaso Closet's Yoshi Handbag . A perfect blend of function and fashion, this handbag is designed for the modern woman who values both style and practicality.



✨ Features:


Elegant design that complements any outfit.
Premium quality materials for durability and a luxurious feel.
Versatile for both casual and formal occasions.
 Highlights:


Available in chic color options to match your unique style.
Spacious interior to carry all your essentials with ease.
Secure closure to keep your belongings safe.
️ Perfect For:


Daily use, from office to evening outings.
Making a fashion statement wherever you go.
A thoughtful gift for that special someone.


 Embrace the Yoshi Handbag as your go-to accessory for any event. Its timeless elegance ensures you'll turn heads and stand out from the crowd.",,00:00:17,2024-02-22T13:30:40.000Z,https://www.youtube.com/watch?v=o57d6HuHywQ,0,28,Treaso Closet's Yoshi Handbag Reveal - Your Next Fashion Statement,14,Treaso Closet,0
,,00:02:06,2022-10-02T13:38:05.000Z,https://www.youtube.com/watch?v=KtZn064csTI,0,3,Next Fashion,0,Next Fasion,1
"Discover your next fashion obsession at JAM! 

Browse our collection of trendy pieces at unbeatable prices. From chic tops to stylish accessories, find your fashion gem without breaking the bank.

Shop in-store and elevate your wardrobe effortlessly!

https://jamclothing.co.za",,00:00:13,2024-04-12T06:40:34.000Z,https://www.youtube.com/watch?v=doc4OlMAV5E,0,62,Find your next Fashion Game,261,Jam Clothing,5
"Secoli Next Fashion School
Carla Secoli srl 
www.nextfashionschool.com
info@nextfashionschool.com

sede legale
20154 Milano - via G. Prina 5
Tel. +39 02 430019169

40126 Bologna
Via Altabella 11
Tel.051.266430

60131 Ancona
Via Pontelungo 87
(zona baraccola)

35139 Padova
C/o Istituto Leopardi
Via Boccalerie 12",,00:01:59,2012-07-16T13:30:11.000Z,https://www.youtube.com/watch?v=FFfwByMC2Ko,0,3140,Next Fashion School 2012,132,Next Fashion School by Carla Secoli,4
"Hi guys! 
Welcome back, this week's video is a clothing haul for Maximus! 
Hope you enjoy and thank you for watching 

My socials:
TikTok - rhiannaandharry
Instagram - mummy_to_maximus",,00:16:17,2024-07-11T08:30:07.000Z,https://www.youtube.com/watch?v=KOjw-OSzy8Q,1,153,Boy's clothing haul 12-18 months | NEXT HAUL,186,Rhianna,2
"4K Transparent Lingerie Try On Haul 
4K Transparent Lingerie Try On Haul #4K
Welcome back to our channel! Today, we're excited to present a special try-on haul featuring stunning transparent lingerie pieces in breathtaking 4K quality. Watch as we showcase a variety of styles and designs that are perfect for feeling glamorous and confident.

Whether you're looking for something daring or elegant, this haul has it all! Make sure to give us a thumbs up if you enjoy the video, and don't forget to subscribe for more amazing content.

Comment below on your favorite piece and let us know what you'd like to see next. Enjoy!

#4K #TransparentLingerie #TryOnHaul #LingerieReview #LingerieTryOn #LingerieLove #FeelSexy #ConfidenceBooster #SheerFabrics #LaceLove #Fashion #StyleInspo",#4k,00:01:06,2025-05-22T16:00:06.000Z,https://www.youtube.com/watch?v=Kk089wKkh-8,0,345,5 Transparent Lingerie Faux Pas to Avoid in Your Next Haul,9260,Djimka Plus,1
"Guess what I will wear next? #fashion #ootd #outfits 

Use code halarayt to get 15% off
 Shop Halara http://halara.link/s/12hl5GxQOr",,00:00:09,2025-03-31T16:00:34.000Z,https://www.youtube.com/watch?v=O7AcsdNyN5k,1,4012,Guess what I will wear next? #fashion #ootd #outfits,47000,Halara,121
,,00:15:51,2025-04-25T20:38:47.000Z,https://www.youtube.com/watch?v=knJyMbdIB68,0,714,NEXT NEW DRESSES| APRIL 2025| Gazingpearl Life #gazingpearllife #next#haul #shopping #fashion#dress,4410,GazingPearl Life,8
"#nextjacket #next #nextcollection #nextclothes #nexthaul #nextkids #nextwomen #nextmen 
wintercollection  




بسم اللہ الرحمن الرحیم 
Starting with the name of Allah most Merciful and forgiving

I am going to share next winter jackets collection for women,men and kids. I hope you are all going to like my video, please watch my video and leave a nice comment . 
Don't forget to subscribe my channel and press the bell icon must.
Thanks alot xxx. 


Remember me in your prayers






Please like, share and support my channel
   / @ayshsworlduk  


You can follow me on my facebook page:   / cookingwithaysh   


https://instagram.com/cookingwithaysh...





Music: Balloon
Musician: @iksonmusic","#next, #nextcollection, #nextclothes",00:09:09,2022-11-17T12:15:11.000Z,https://www.youtube.com/watch?v=F1oC1nDxrVk,12,2070,"Next Haul | Next Winter Jackets Collection 2022 For women, men and kids",7250,Aysh's world UK,116
Next Haul!! Emie got some super cute clothes,,00:03:33,2025-03-14T05:10:14.000Z,https://www.youtube.com/watch?v=4netDZaTfWQ,6,2725,Next Haul!! Emie got some super cute clothes,4730,Jasmine hanby,121
,,00:00:26,2023-09-04T02:26:13.000Z,https://www.youtube.com/watch?v=yMH4zJhOVlo,491,873200,what should we style ❌WRONG❌ next? #fashion #style #styling,28400,MaddixJordi,40000
#next #nexthaul #sale #blackfridaysale,"#sale, #blackfridaysale, #next",00:11:54,2024-11-26T13:01:24.000Z,https://www.youtube.com/watch?v=GwBnx2N0e7M,0,223,Next New Women’s Winter Collection November 2024 / Next Haul 2024,1680,Pelagie Konfor,3
"Hey friends heyyy!! Welcome to Vlogmas Day 5! Come hang out with me as I run some errands for the day and find the perfect items to make a Holiday Hot Cocoa Charcuterie Board! I hope you enjoy! Thanks for watching and don’t forget to like and subscribe for more and I’ll see you all here in my next video! 

Coffee Mug is actually Pottery Barn and unfortunately out of stock. Will stay on the lookout for you!

My Daughter’s Channel    / @jordanajanae  

Follow Me:
LTK App where I post and link all outfit inspo and more: https://www.shopltk.com/explore/metoy...
Instagram:   / metoyamonroe  
TikTok:   / metoyamonroe   

Business Inquiries: metoyamonroe@gmail.com

All opinions are my own. Some links may be affiliate links and I may receive a small commission for any purchase made at no additional cost to you. Not sponsored.",,00:19:38,2023-12-06T03:23:47.000Z,https://www.youtube.com/watch?v=GR0h7XHZKRw,47,1613,"VLOGMAS DAY 5 | Hot Cocoa Charcuterie Board, Preparing for my next haul + More | MeToya Monroe",33900,MeToya Monroe,128
Next clup,,00:00:22,2017-11-28T22:04:35.000Z,https://www.youtube.com/watch?v=-zmgwGRMGx0,0,19,#next fashion wear,3,Rodina Mahmoud,1
"Hey everyone! I hope you’re all doing okay. I’m here with a huge children’s Next haul! full of very cute spring and summer outfits. Please like, comment and subscribe :) xx

Instagram:   / lucie.sanderson  


Email: lucierebecca.s@gmail.com


Tiktok: https://www.tiktok.com/@lucie.rebecca...",,00:14:35,2024-03-24T15:48:34.000Z,https://www.youtube.com/watch?v=FPCJ4IEz7hg,9,1013,HUGE NEXT HAUL!  children’s new in spring & summer clothing | So cute!,1200,Lucie Sanderson,29
"Let's spend the a few days together getting things done.  I decided to try the new self tan from bondi sands, we go out for Lauren’s birthday lunch and i get a few bits from Next.
 
#mrs_leanne_jones #familymeals #homemade #tradwife  #nana #mylife #reallife #cleaningmotivation 

Glasses direct - £35 off friend referral enter Leanne Jones

https://glassesdirect.mention-me.com/...

My glasses 
Scout Darcey - Crystal / Flowers Green
Aspire Beatrice - Gradient Brown

I really hope that you enjoy todays video, thank you so much for watching and if you decide to subscribe and stick around, then massive thank you and know that it does mean so much to me. 
Lots of love and God bless
Leanne x

Go show Emma some love
​‪@TheDogPooPro‬ 
Donetta's channel - ‪@theshaulfamily‬ 


❤️ Music - Music from epidemic sound - paid subscription.


❤️leave a LIKE and SUBSCRIBE for more content
❤️Instagram: @mrs.leannejones
❤️TikTok:  https://www.tiktok.com/@mrs_leanne_jo...
❤️ Enquiries: mrsleannejonesis@gmail.com","#tradwife, #nana, #cleaningmotivation",00:31:39,2024-03-11T18:00:04.000Z,https://www.youtube.com/watch?v=8N_pkd2F84w,44,1050,WEEKLY VLOG | Trying New Tan | Lauren’s Birthday Lunch | Next Haul | A New Book,4160,mrs_leanne_jones,0
,,00:15:00,2025-05-05T15:08:22.000Z,https://www.youtube.com/watch?v=-kCi7XYFk1E,0,434,NEXT NEW DRESSES| MAY 2025| Gazingpearl Life #gazingpearllife #next #dresses#fashion #haul,4410,GazingPearl Life,3
"Hello Hello, firstly sorry its been a few weeks, Pregnancy tiredness is really catching up on me 

This is part 3 to my nesting vlogs and is another chatty one speaking about my breastfeeding journey with Tahlia, sharing how I am honestly feeling at 30 weeks and from a second time mum point of view. Giving you a couple bump updates and I have a tommee tippee haul and a next haul to show you

I feel like after this weekend i should be getting there a bit more, theres a lot going on, i have a shopping trip to buy EVERYTHING for my hospital bag, car shopping, unboxing my changing bag, Moses basket and I have another haul for you. 

Let me know if you enjoy these type of vlogs in the comments  

See you next week, 

Love Han x

Nesting vlog part 1 link  

   • NEST WITH ME | making a chest of drawers, ...  

Nesting vlog part 2 link  

   • CHATTY NEST WITH ME PART 2 | washing cloth...  ",,00:28:13,2024-09-29T16:00:23.000Z,https://www.youtube.com/watch?v=ZQsb9VzTLIY,0,162,"CHATTY NEST WITH ME PART 3 | cleaning, bump updates, breastfeeding, next haul & a Tommee tipped haul",415,Han | Mum Life,2
"Cargo hauling is back—and it’s messy in all the right ways. In this video, I’m breaking down the entire cargo scene in 4.1.1: new missions, best ships, broken bugs, and whether it’s actually worth your time.

We’re talking Red Wind Linehaul routes, the rise of the Starlancer TAC, Hull-C quirks, bugged multi-location deliveries, and why the ATLS is still a mixed bag. Whether you’re stacking crates in a C2 or just got your hands on a Hull-A, this is the guide for you.

 Chapters include:

Cargo missions worth doing

Persistent bugs still ruining runs

Real profit analysis

Final verdict: should you haul?

 Got a route you love? A bug you hate? Drop it in the comments—I read as many as I can.

 I’m Sacksofwine, this is SC Haulers—
and we’ll see you at the next haul.",,00:18:13,2025-05-28T21:52:12.000Z,https://www.youtube.com/watch?v=QqJEHTXOUNY,21,1449,The State of Cargo Hauling in Star Citizen 4.1.1,1470,SC Haulers,88
Next haul!  #shorts #short #Chapman family,,00:03:16,2025-04-05T03:19:54.000Z,https://www.youtube.com/watch?v=j2fdFEPHqJg,0,73,Next haul!  #shorts #short #Chapman family,756,Chapman family,1
"NEXT HAUL & ALPHA H UNBOXING

Hia everyone, 

Thank you to AlAlpha Skin Carefor sending us the amazing products to try out. Cant wait to play about with them properly. 

Alpha Skin Care

Golden phase face oil
vitamin E serum 
Liquid Gold
Melting moment cleansing balm 

#alphah #alphahskincare #skincare #prunboxing #next #haul #beauty #loungewear #pyjamas #comfystyle #comfyoutfit #dressinggown #pamperyourself #pampertime #goldenhazeoil #liquidgold #mentalhealth #selfcare #Alphaskincare","#mentalhealth, #prunboxing, #liquidgold",00:17:09,2024-11-07T08:46:47.000Z,https://www.youtube.com/watch?v=Q6vI1pnteUc,27,949,NEXT HAUL & ALPHA H UNBOXING,501000,Lauren Luke Panacea81,84
"♡ Fashion Channel ♡
​ @NicoleHerring  

♡ Vlog Channel ♡
   / @nicoleherringvlogs   

♡ Social media ♡
♥ Instagram:   / nlhfit   
♥ Instagram:   / sprout_official   
♥ Instagram:   / nlhbakes   
♥ Instagram:   / maple.and.pumpkin    
♥ TikTok: NLHFIT 
♥ TikTok: MAPLE.AND.PUMPKIN 

♡ Business Enquiries ♡
♥ nlhfit18@gmail.com",,00:21:24,2025-01-19T15:00:31.000Z,https://www.youtube.com/watch?v=LlL00UnGbEA,9,449,"VLOG | VINTED, TKMAXX & NEXT HAUL & MAKING A PAW PATROL CAKE/BROWNIES",1970,Nicole Herring Vlogs,39
"Hello everyone!

Just squeezing in a last high street haul for you before all the Christmas Party Edits begin because if you’re anything like me the ratio between going out and staying in is still heavily in favour of the latter (maybe it’s my age, kids etc.!)

For reference I’m:

A UK Size 8-10 (USA: 4-6, EU: 36-38)
5ft 3 (ish) = 160cm

Contact Details:

Personal Styling inquiries and business contact: 
Email: melissa@mmpersonalstyling.co.uk
Instagram: melissamurrellpersonalstyling
Website: www.mmpersonalstyling.co.uk

Styling Academy inquiries (train to become a stylist):
Email: melisssa@mmstylingacademy.co.uk
Instagram: mmstylingacademy
Website: www.mmstylingacademy.co.uk


Christmas outfits will all be listed in the Party Edit video which should follow this video next week…

Outfit 1:

Reiss Jumper, size small - https://bit.ly/3HDVWzv
Reiss Navy Trousers, size small - https://bit.ly/3DkXPi0
Next Coat, size 8 https://bit.ly/3orgAdm
Jigsaw Trainers, size small - https://bit.ly/3wKOiy6

Outfit 2:

Reiss Navy wide leg Trousers (UK), size 8 - https://rstyle.me/+6FvW9UClfz4-cmKtlx...
Reiss Navy Wide leg Trousers (USA) https://rstyle.me/+5lwntoATJqsoVgomMv...
USA Reiss Silk Vest, size small (colour sold out but similar)  -https://rstyle.me/+GICp4sLcTI6hkhQ9lS...
UK Reiss Silk Vest, size small (colour sold out but similar) https://rstyle.me/+bcRb3jLtQKAkuEd6Pm...

Zara Blazer, size small - https://go.zara/3omDMJM
Zara Shoes (Old)


Outfit 3
H&M Knitted Vest collar, one size (similar) - https://bit.ly/3oHHjm6

Outfit 4
H&M Loungewear top (size m, but need a size s) https://bit.ly/3CCF8oS
H&M Loungewear Leggings, size s - https://bit.ly/3CCF8oS
H&M Loungewear Cardigan, size m - https://bit.ly/3nAFPKX
Zara Jeans, old


Outfit 5
H&M Sparkly Jumper, size small but needed a size XS. https://bit.ly/30NcIM0
Next faux leather skirt (size 12 but needed a size 10) - https://bit.ly/3qXit4g
Jigsaw coat, size small - https://bit.ly/3m1fGnS
Ralph Lauren heels – very very old
Sosandar long boots - https://bit.ly/3CgwsV9

Outfit 6
Next Faux leather skirt, size 12 needed a size 10 - https://bit.ly/3qXit4g
Ralph Lauren Heels – very very old!
Zara Pink sheer blouse. Out of Stock. Similar style https://go.zara/30E3fWV

Outfit 7
Soaked in Luxury faux cropped leather grey trousers (brought via Next). Size small - https://bit.ly/2Z70ay7
Zara Pink sheer blouse. Out of stock. Similar - https://go.zara/30E3fWV
Next Sequin top, size 12 - https://bit.ly/3oQmXXJ

Outfit 8
Soaked in Luxury faux leather black cropped leg trousers (brought via next). Size small - https://bit.ly/3F9B0ye
Mint Velvet, Beige and Black sequin striped Jumper, size medium - https://bit.ly/30LQ3z7

Outfit 9
Soaked in Luxury faux leather black straight leg trousers (brought via next). Size small - https://bit.ly/3xgz1pi
Mint Velvet, Beige and Black sequin striped Jumper, size medium - https://bit.ly/30LQ3z7

Outfit 10
Zara wrap Dress, size medium (needed a size small) - https://go.zara/3CBlE44
Zara Black Sock Boots (similar) - https://bit.ly/3oMFDb8
Sosandar Brown long boots (suede – sold out) but leather ones available - https://bit.ly/3CgwsV9

Outfit 11
Mango green coat, size small - https://bit.ly/3nAOmh0
Zara cream chunky jumper, size small - https://bit.ly/3oQ9Q94
Hollister Faux leathers, size small - https://bit.ly/3cx652L
Schuu Black Square toe boots (via Next) - https://bit.ly/3cB4qZP

Outfit 12
Next green duvet coat, Emma Willis collection. New colours available at https://bit.ly/3DEZxem
Zara cream chunky jumper, size small – sold out but very similar - https://bit.ly/3oQ9Q94
Hollister Faux leathers, size small - https://bit.ly/3cx652L
Schuu Black Square toe boots - https://bit.ly/3cB4qZP

Thank you for watching. Please remember to subscribe, thank you so much.",,00:18:36,2021-11-21T14:00:27.000Z,https://www.youtube.com/watch?v=7DnP2PTEZJw,170,92078,"Zara, H&M, Mango, Next Haul with Personal Stylist, Melissa Murrell. 30+ Styling",291000,MM Personal Styling,3000
"Does size matter, do clothes fit and flatter differently according to your size? Watch this video to find out how clothes look on two different uk sized women. 

This is the third in a series where we compare how the same clothes look on different sizes. I am  size uk 20 and 5ft 4 and Rhian Warlow  is a petite size 12, so have completely different sized bodies.

I hope you will consider subscribing to my channel and also please go check out RHIANS CHANNEL and show her some support.
 
   / @rhianwarlow   

To contact me please email plussizefashionforover50@gmail.com

Links to items shown

Leopard knit skirt
https://www.next.co.uk/style/su212803...

Leopard knit short sleeved jumper
https://www.next.co.uk/style/su212802...

Berry lounge wear set
https://www.next.co.uk/style/su228247...

Mauve shacket
https://www.next.co.uk/style/st436288...",,00:15:47,2024-09-10T06:00:08.000Z,https://www.youtube.com/watch?v=GsRpVPTibno,39,1765,How different do the same clothes look on different sizes? Next haul colab with RHIAN WARLOW #tryon,4310,Susan's Sweet Life,84
"A few pieces that I ordered before Christmas from the Next Clearance section.  https://www.next.co.uk/nextsale
Always worth a look.

Black and White dress:
https://www.next.co.uk/clearance/sear...

Pull the Bear silver sandals:
https://www.next.co.uk/clearance/sear...

Hush Puppy sandals:
https://www.next.co.uk/clearance/sear...

Coach loafers:
https://www.next.co.uk/clearance/sear...

Pink Trousers:
https://www.next.co.uk/clearance/sear...

John Lewis Dress:

https://www.johnlewis.com/john-lewis-...

Instagram:  helenmaryjohello
Website:  helenmaryjo.com

**Jewellery:  Mounir.co.uk. HMJ10 gets you 10% discount


** Affiliate link",,00:24:52,2024-02-02T18:00:24.000Z,https://www.youtube.com/watch?v=oLpHKIE2tYM,350,18852,Next Haul in my Hall - Last of the Clearance plus a bonus John Lewis dress!,24000,HelenMaryJo,1500
